Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Jayadeva, Khemchandani, R., Chandra, S.","55580544200; 8565258500; 35589570700","Twin support vector machines for pattern classification",2007,"IEEE Transactions on Pattern Analysis and Machine Intelligence",29,"5",,905,910,,958,10.1109/TPAMI.2007.1068,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34047225880&partnerID=40&md5=9472ad7aee81837156b1467c6f9eb9b7",Article,Final,,Scopus,2-s2.0-34047225880
"Ravi, K., Ravi, V.","56715152200; 55128072100","A survey on opinion mining and sentiment analysis: Tasks, approaches and applications",2015,"Knowledge-Based Systems",89,"",,14,46,,617,10.1016/j.knosys.2015.06.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944355103&partnerID=40&md5=e53f72eee979db81fe1ad17963d28ae0",Article,Final,,Scopus,2-s2.0-84944355103
"Varma, M., Zisserman, A.","24823171100; 7006619672","A statistical approach to material classification using image patch exemplars",2009,"IEEE Transactions on Pattern Analysis and Machine Intelligence",31,"11",,2032,2047,,479,10.1109/TPAMI.2008.182,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349850950&partnerID=40&md5=ecbeab66efae4b7f2c63af6bc3796d0d",Article,Final,,Scopus,2-s2.0-70349850950
"Nayak, P.C., Sudheer, K.P., Rangan, D.M., Ramasastri, K.S.","12143137500; 6602154972; 8523615300; 6601980081","A neuro-fuzzy computing technique for modeling hydrological time series",2004,"Journal of Hydrology",291,"1-2",,52,66,,466,10.1016/j.jhydrol.2003.12.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1942490118&partnerID=40&md5=a97f904c6fb9d11ad86e474a918d937c",Article,Final,,Scopus,2-s2.0-1942490118
"Kale, A., Sundaresan, A., Rajagopalan, A.N., Cuntoor, N.P., Roy-Chowdhury, A.K., Krüger, V., Chellappa, R.","36995883100; 7003274345; 16647440100; 55973123200; 7004499486; 7003464904; 57203078416","Identification of humans using gait",2004,"IEEE Transactions on Image Processing",13,"9",,1163,1173,,445,10.1109/TIP.2004.832865,"https://www.scopus.com/inward/record.url?eid=2-s2.0-4344637549&partnerID=40&md5=8cf49d280f7d54e4e5e28afeacc6b2a0",Article,Final,,Scopus,2-s2.0-4344637549
"Singh, A.","35254330000","An artificial bee colony algorithm for the leaf-constrained minimum spanning tree problem",2009,"Applied Soft Computing Journal",9,"2",,625,631,,373,10.1016/j.asoc.2008.09.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58549117667&partnerID=40&md5=e7592302ba31d1ca1277b6320db457f6",Article,Final,,Scopus,2-s2.0-58549117667
"Saha, S., Raghava, G.P.S.","55554063800; 7003507401","AlgPred: Prediction of allergenic proteins and mapping of IgE epitopes",2006,"Nucleic Acids Research",34,"WEB. SERV. ISS.",,W202,W209,,348,10.1093/nar/gkl343,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33747871140&partnerID=40&md5=cd7d887febf0ac478f4d1e50b0929537",Article,Final,Open Access,Scopus,2-s2.0-33747871140
"Aggarwal, S.K., Saini, L.M., Kumar, A.","56493335100; 7004617304; 57221102815","Electricity price forecasting in deregulated markets: A review and evaluation",2009,"International Journal of Electrical Power and Energy Systems",31,"1",,13,22,,321,10.1016/j.ijepes.2008.09.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049127603&partnerID=40&md5=bd2ab450d7b6a1d3a0382c3071068a7f",Article,Final,,Scopus,2-s2.0-57049127603
"Chakrabarti, A., Sarkar, P., Leelavathamma, B., Nataraju, B.S.","54790511500; 55755355000; 9746617300; 6701536837","A functional representation for aiding biomimetic and artificial inspiration of new ideas",2006,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM",19,"2",,113,132,,317,10.1017/S0890060405050109,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33744476708&partnerID=40&md5=f984605434192e220b0304966a9bdbb6",Article,Final,,Scopus,2-s2.0-33744476708
"Bhandari, A.K., Singh, V.K., Kumar, A., Singh, G.K.","25651606700; 57220825313; 57215268681; 57193351909","Cuckoo search algorithm and wind driven optimization based study of satellite image segmentation for multilevel thresholding using Kapur's entropy",2014,"Expert Systems with Applications",41,"7",,3538,3560,,313,10.1016/j.eswa.2013.10.059,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892371306&partnerID=40&md5=59057844d883247a1edbb5d1621fb738",Article,Final,,Scopus,2-s2.0-84892371306
"Gupta, S., Kapoor, P., Chaudhary, K., Gautam, A., Kumar, R., Raghava, G.P.S.","55581149100; 55189775400; 57214346757; 50461268500; 57205705447; 7003507401","In Silico Approach for Predicting Toxicity of Peptides and Proteins",2013,"PLoS ONE",8,"9", e73957,,,,298,10.1371/journal.pone.0073957,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884141339&partnerID=40&md5=95e0d1be06d97df198ee98f162ca6e86",Article,Final,Open Access,Scopus,2-s2.0-84884141339
"Sun, Y., Babu, P., Palomar, D.P.","56346954400; 57222545383; 6603425703","Majorization-Minimization Algorithms in Signal Processing, Communications, and Machine Learning",2017,"IEEE Transactions on Signal Processing",65,"3", 7547360,794,816,,295,10.1109/TSP.2016.2601299,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85002739348&partnerID=40&md5=1bb59c625c56b2be5629ef66ae17769f",Article,Final,,Scopus,2-s2.0-85002739348
"Rai, A., Upadhyay, S.H.","57057017800; 26533390100","A review on signal processing techniques utilized in the fault diagnosis of rolling element bearings",2016,"Tribology International",96,"",,289,306,,287,10.1016/j.triboint.2015.12.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84954319922&partnerID=40&md5=1825b805d61c307a3ad5b65d253ec442",Article,Final,,Scopus,2-s2.0-84954319922
"Ahmad, S., Gromiha, M.M., Sarai, A.","7401993307; 7006556058; 7006509318","Analysis and prediction of DNA-binding proteins and their binding residues based on composition, sequence and structural information",2004,"Bioinformatics",20,"4",,477,486,,277,10.1093/bioinformatics/btg432,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1542400269&partnerID=40&md5=219882d23bbcd6d843943a487ff211ed",Article,Final,Open Access,Scopus,2-s2.0-1542400269
"Tabesh, A., Teverovskiy, M., Pang, H.-Y., Kumar, V.P., Verbel, D., Kotsianti, A., Saidi, O.","6603237976; 22235537000; 37043259200; 57197697083; 6602981043; 7801323927; 56085157000","Multifeature prostate cancer diagnosis and gleason grading of histological images",2007,"IEEE Transactions on Medical Imaging",26,"10",,1366,1378,,266,10.1109/TMI.2007.898536,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34948819236&partnerID=40&md5=bdb85bfb0dd684c4b0b1e8c13459b45c",Article,Final,,Scopus,2-s2.0-34948819236
"Malhotra, R.","15758058000","A systematic review of machine learning techniques for software fault prediction",2015,"Applied Soft Computing Journal",27,"",,504,518,,263,10.1016/j.asoc.2014.11.023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919754115&partnerID=40&md5=912b254e2498eeed0fb95fa7fc6c3005",Article,Final,,Scopus,2-s2.0-84919754115
"Sood, A.K., Ohdar, R.K., Mahapatra, S.S.","16020959200; 6506083817; 34881914000","Experimental investigation and empirical modelling of FDM process for compressive strength improvement",2012,"Journal of Advanced Research",3,"1",,81,90,,262,10.1016/j.jare.2011.05.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84855674497&partnerID=40&md5=d3bf4dc18ff06a40e4bf20b0b4bcd84e",Article,Final,Open Access,Scopus,2-s2.0-84855674497
"Bhasin, M., Raghava, G.P.S.","8417767500; 7003507401","ESLpred: SVM-based method for subcellular localization of eukaryotic proteins using dipeptide composition and PSI-BLAST",2004,"Nucleic Acids Research",32,"WEB SERVER ISS.",,W414,W419,,252,10.1093/nar/gkh350,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3242877807&partnerID=40&md5=3d06dedae1d124c871dbcd4370892bf3",Article,Final,Open Access,Scopus,2-s2.0-3242877807
"Tripathy, A., Agrawal, A., Rath, S.K.","57203049514; 24604939500; 55428272300","Classification of sentiment reviews using n-gram machine learning approach",2016,"Expert Systems with Applications",57,"",,117,126,,248,10.1016/j.eswa.2016.03.028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964056796&partnerID=40&md5=49498284184e876ab0dd0597f150b9bb",Article,Final,,Scopus,2-s2.0-84964056796
"Yang, A.Y., Zhou, Z., Balasubramanian, A.G., Sastry, S.S., Ma, Y.","7203072391; 27868235800; 55766201200; 56111601700; 35196583100","Fast ℓ<inf>1</inf>-minimization algorithms for robust face recognition",2013,"IEEE Transactions on Image Processing",22,"8", 6514938,3234,3246,,247,10.1109/TIP.2013.2262292,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879044578&partnerID=40&md5=4ac343a22970b04657975aea99955462",Article,Final,,Scopus,2-s2.0-84879044578
"Das, D.C., Roy, A.K., Sinha, N.","57206574765; 55247107700; 7202706491","GA based frequency controller for solar thermal-diesel-wind hybrid energy generation/energy storage system",2012,"International Journal of Electrical Power and Energy Systems",43,"1",,262,279,,245,10.1016/j.ijepes.2012.05.025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84862667693&partnerID=40&md5=8762e299995f484fabae021138a2b41f",Article,Final,,Scopus,2-s2.0-84862667693
"Bhasin, M., Raghava, G.P.S.","8417767500; 7003507401","Prediction of CTL epitopes using QM, SVM and ANN techniques",2004,"Vaccine",22,"23-24",,3195,3204,,239,10.1016/j.vaccine.2004.02.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3843052528&partnerID=40&md5=b2f0b3503be7cedb69a6b30207b1a024",Article,Final,,Scopus,2-s2.0-3843052528
"Muni, D.P., Pal, N.R., Das, J.","6508113341; 35561327100; 7202105404","Genetic programming for simultaneous feature selection and classifier design",2006,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",36,"1",,106,117,,236,10.1109/TSMCB.2005.854499,"https://www.scopus.com/inward/record.url?eid=2-s2.0-31744443319&partnerID=40&md5=a483eed1505ec32c412ed4681db68a2a",Article,Final,,Scopus,2-s2.0-31744443319
"Gambhir, M., Gupta, V.","57213411519; 25929133200","Recent automatic text summarization techniques: a survey",2017,"Artificial Intelligence Review",47,"1",,,,,235,10.1007/s10462-016-9475-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962307022&partnerID=40&md5=6efc2f9bda6f77089dbeaadef73a90fc",Article,Final,,Scopus,2-s2.0-84962307022
"Jain, S.K., Das, A., Srivastava, D.K.","29767443800; 57217515317; 55815963100","Application of ANN for reservoir inflow prediction and operation",1999,"Journal of Water Resources Planning and Management",125,"5",,263,271,,230,10.1061/(ASCE)0733-9496(1999)125:5(263),"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033197895&partnerID=40&md5=e7b710c7e1eec43de5ad84ef3174202e",Article,Final,,Scopus,2-s2.0-0033197895
"Omkar, S.N., Senthilnath, J., Khandelwal, R., Narayana Naik, G., Gopalakrishnan, S.","6603162849; 35183910200; 23989205700; 9334281800; 7103126280","Artificial Bee Colony (ABC) for multi-objective design optimization of composite structures",2011,"Applied Soft Computing Journal",11,"1",,489,499,,228,10.1016/j.asoc.2009.12.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957930162&partnerID=40&md5=0ba1ee9339ee1181955f7a2bf09028a4",Article,Final,,Scopus,2-s2.0-77957930162
"Mitra, S., Banka, H., Pedrycz, W.","7403177739; 13607667400; 56854903200","Rough-fuzzy collaborative clustering",2006,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",36,"4",,795,805,,228,10.1109/TSMCB.2005.863371,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746795353&partnerID=40&md5=0651b0a12290ff7ad5a82e94d77c8591",Article,Final,,Scopus,2-s2.0-33746795353
"Pindoriya, N.M., Singh, S.N., Singh, S.K.","24537626100; 55740373500; 7406396585","An adaptive wavelet neural network-based energy price forecasting in electricity markets",2008,"IEEE Transactions on Power Systems",23,"3",,1423,1432,,225,10.1109/TPWRS.2008.922251,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49249122268&partnerID=40&md5=aa519a388056ffffc4f5d5ecfd162286",Article,Final,,Scopus,2-s2.0-49249122268
"Kumar, A., Zhang, D.","55716727200; 57195047946","Personal recognition using hand shape and texture",2006,"IEEE Transactions on Image Processing",15,"8",,2454,2461,,216,10.1109/TIP.2006.875214,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746265519&partnerID=40&md5=5fd43eacf8b1aff8d1b92ef33a4a7b02",Article,Final,,Scopus,2-s2.0-33746265519
"Kokare, M., Biswas, P.K., Chatterji, B.N.","6602446564; 7202443668; 7007025774","Texture image retrieval using new rotated complex wavelet filters",2005,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",35,"6",,1168,1178,,213,10.1109/TSMCB.2005.850176,"https://www.scopus.com/inward/record.url?eid=2-s2.0-29144524861&partnerID=40&md5=8257f3fb42702b8bac29d46367c94680",Article,Final,,Scopus,2-s2.0-29144524861
"Pham, B.T., Pradhan, B., Tien Bui, D., Prakash, I., Dholakia, M.B.","57021167000; 12753037900; 54400192000; 57130381500; 57021576600","A comparative study of different machine learning methods for landslide susceptibility assessment: A case study of Uttarakhand area (India)",2016,"Environmental Modelling and Software",84,"",,240,250,,212,10.1016/j.envsoft.2016.07.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84989813944&partnerID=40&md5=91eb1cb3c7c8f8331d38e2c125cbb721",Article,Final,,Scopus,2-s2.0-84989813944
"Khosravi, K., Pham, B.T., Chapi, K., Shirzadi, A., Shahabi, H., Revhaug, I., Prakash, I., Tien Bui, D.","57189515171; 57218701612; 55345306000; 57209036611; 57213611082; 54399110700; 57130381500; 54400192000","A comparative assessment of decision trees algorithms for flash flood susceptibility modeling at Haraz watershed, northern Iran",2018,"Science of the Total Environment",627,"",,744,755,,210,10.1016/j.scitotenv.2018.01.266,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041459267&partnerID=40&md5=dbb6ce59ee151c1054f66d27c50904c3",Article,Final,,Scopus,2-s2.0-85041459267
"Dheeba, J., Albert Singh, N., Tamil Selvi, S.","19933623100; 51963146100; 36810974000","Computer-aided detection of breast cancer on mammograms: A swarm intelligence optimized wavelet neural network approach",2014,"Journal of Biomedical Informatics",49,"",,45,52,,209,10.1016/j.jbi.2014.01.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84902456334&partnerID=40&md5=1f76c990b6b0663ac34a2e45ad728644",Article,Final,Open Access,Scopus,2-s2.0-84902456334
"Wei, C.-L., Rowe, G.T., Briones, E.E., Boetius, A., Soltwedel, T., Caley, M.J., Soliman, Y., Huettmann, F., Qu, F., Yu, Z., Pitcher, C.R., Haedrich, R.L., Wicksten, M.K., Rex, M.A., Baguley, J.G., Sharma, J., Danovaro, R., MacDonald, I.R., Nunnally, C.C., Deming, J.W., Montagna, P., Lévesque, M., Weslawski, J.M., Wlodarska-Kowalczuk, M., Ingole, B.S., Bett, B.J., Billett, D.S.M., Yool, A., Bluhm, B.A., Iken, K., Narayanaswamy, B.E.","35212165500; 7103090373; 7005846680; 6701454625; 6701619618; 6603959205; 15833156700; 8982552800; 37097930300; 11641071500; 7006475680; 7003694219; 6602094461; 7005595105; 12446862200; 36519517800; 7004303561; 7202149332; 25641764600; 7004482758; 7102152908; 36554419300; 7003852298; 6602865140; 6701708221; 7003633211; 6701845419; 7004898784; 6701680901; 6701791791; 6506960170","Global patterns and predictions of seafloor biomass using random forests",2010,"PLoS ONE",5,"12", e15323,,,,204,10.1371/journal.pone.0015323,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78651254769&partnerID=40&md5=af865d77e5c3bb6a1aea47cc9d743023",Article,Final,Open Access,Scopus,2-s2.0-78651254769
"Carolin Mabel, M., Fernandez, E.","55939561700; 18133259300","Analysis of wind power generation and prediction using ANN: A case study",2008,"Renewable Energy",33,"5",,986,992,,202,10.1016/j.renene.2007.06.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38349108557&partnerID=40&md5=fe349ec56b2b20146c4c0c793077eb44",Article,Final,,Scopus,2-s2.0-38349108557
"Kumar, M., Gromiha, M.M., Raghava, G.P.S.","57214630311; 7006556058; 7003507401","Prediction of RNA binding sites in a protein using SVM and PSSM profile",2008,"Proteins: Structure, Function and Genetics",71,"1",,189,194,,202,10.1002/prot.21677,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40549105098&partnerID=40&md5=83cd8c301dad066048d9183f3af87207",Article,Final,,Scopus,2-s2.0-40549105098
"Lakshmana Gomathi Nayagam, V., Muralikrishnan, S., Sivaraman, G.","57188718878; 57213097220; 25632881400","Multi-criteria decision-making method based on interval-valued intuitionistic fuzzy sets",2011,"Expert Systems with Applications",38,"3",,1464,1467,,196,10.1016/j.eswa.2010.07.055,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78049530596&partnerID=40&md5=3803aafd3ab5ebfd2e4e2e343f8221e3",Article,Final,,Scopus,2-s2.0-78049530596
"Mohamed Imran, A., Kowsalya, M.","56257740900; 26422307100","A new power system reconfiguration scheme for power loss minimization and voltage profile enhancement using Fireworks Algorithm",2014,"International Journal of Electrical Power and Energy Systems",62,"",,312,322,,194,10.1016/j.ijepes.2014.04.034,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901624062&partnerID=40&md5=f6c25ea8a3fc0a7e159bb8a42a2d3421",Article,Final,,Scopus,2-s2.0-84901624062
"Olatomiwa, L., Mekhilef, S., Shamshirband, S., Mohammadi, K., Petković, D., Sudheer, C.","57202874438; 6603317449; 57221738247; 55388662200; 37461848600; 56375625600","A support vector machine-firefly algorithm-based model for global solar radiation prediction",2015,"Solar Energy",115,"",,632,644,,192,10.1016/j.solener.2015.03.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925988131&partnerID=40&md5=5bb0606678ec6e2fa413228e44c67e78",Article,Final,,Scopus,2-s2.0-84925988131
"Kandaswamy, K.K., Chou, K.-C., Martinetz, T., Möller, S., Suganthan, P.N., Sridharan, S., Pugalenthi, G.","57189709580; 7201905167; 6701443660; 7101848913; 7003996538; 55763793787; 6505947451","AFP-Pred: A random forest approach for predicting antifreeze proteins from sequence-derived properties",2011,"Journal of Theoretical Biology",270,"1",,56,62,,191,10.1016/j.jtbi.2010.10.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649326452&partnerID=40&md5=6823d3e061c10ca24b1965327afe1b47",Article,Final,,Scopus,2-s2.0-78649326452
"Patel, J., Shah, S., Thakkar, P., Kotecha, K.","56412104900; 57199298308; 56337405600; 6506676097","Predicting stock market index using fusion of machine learning techniques",2015,"Expert Systems with Applications",42,"4",,2162,2172,,190,10.1016/j.eswa.2014.10.031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910606476&partnerID=40&md5=1f329785af24a46574b3a732a301f09d",Article,Final,,Scopus,2-s2.0-84910606476
"Banerjee, M., Pal, S.K.","7201743490; 7402277726","Roughness of a fuzzy set",1996,"Information Sciences",93,"3-4",,235,246,,190,10.1016/0020-0255(96)00081-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0030241008&partnerID=40&md5=c3ae1e49a555315cc88b9239773c4f69",Article,Final,,Scopus,2-s2.0-0030241008
"Kumar, N., Verma, R., Sharma, S., Bhargava, S., Vahadane, A., Sethi, A.","57209158253; 57217427976; 57195489176; 57185001200; 56039151700; 12775689700","A Dataset and a Technique for Generalized Nuclear Segmentation for Computational Pathology",2017,"IEEE Transactions on Medical Imaging",36,"7", 7872382,1550,1560,,186,10.1109/TMI.2017.2677499,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028392498&partnerID=40&md5=3701fdbca4d1b4c55d691f881212126f",Article,Final,,Scopus,2-s2.0-85028392498
"Adarsh, B.R., Raghunathan, T., Jayabarathi, T., Yang, X.-S.","57127239500; 19639370400; 6505964415; 35754063200","Economic dispatch using chaotic bat algorithm",2016,"Energy",96,"",,666,675,,178,10.1016/j.energy.2015.12.096,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958674056&partnerID=40&md5=5fa5bccfd52c5542cd35e88ec433d59e",Article,Final,,Scopus,2-s2.0-84958674056
"Yazdani, M., Chatterjee, P., Zavadskas, E.K., Hashemkhani Zolfani, S.","56908500300; 26026748700; 6602254601; 55387000300","Integrated QFD-MCDM framework for green supplier selection",2017,"Journal of Cleaner Production",142,"",,3728,3740,,174,10.1016/j.jclepro.2016.10.095,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85003977004&partnerID=40&md5=6f19e4f2b1e57c713c175afecb93834a",Article,Final,,Scopus,2-s2.0-85003977004
"Mohamed Imran, A., Kowsalya, M., Kothari, D.P.","56257740900; 26422307100; 35809536700","A novel integration technique for optimal network reconfiguration and distributed generation placement in power distribution networks",2014,"International Journal of Electrical Power and Energy Systems",63,"",,461,472,,173,10.1016/j.ijepes.2014.06.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904005326&partnerID=40&md5=b00ba6e9f2d62becccc5b4b4c1dc515d",Article,Final,,Scopus,2-s2.0-84904005326
"Abu-Rub, H., Iqbal, A., Ahmed, S.M., Peng, F.Z., Li, Y., Baoming, G.","24466485200; 7005402806; 57188921776; 7201481282; 57188647725; 7007183169","Quasi-Z-source inverter-based photovoltaic generation system with maximum power tracking control using ANFIS",2013,"IEEE Transactions on Sustainable Energy",4,"1", 6205354,11,20,,170,10.1109/TSTE.2012.2196059,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84871851312&partnerID=40&md5=854dc6138da52c78a3d8804462048703",Article,Final,,Scopus,2-s2.0-84871851312
"Kankar, P.K., Sharma, S.C., Harsha, S.P.","8367238500; 57213924037; 6603548398","Rolling element bearing fault diagnosis using wavelet transform",2011,"Neurocomputing",74,"10",,1638,1645,,169,10.1016/j.neucom.2011.01.021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79954415606&partnerID=40&md5=1c4010ec89724bef7ce9b1b0165662c0",Article,Final,,Scopus,2-s2.0-79954415606
"Singh, K., Guntuku, S.C., Thakur, A., Hota, C.","56090964300; 56090864700; 55994796400; 22333968700","Big Data Analytics framework for Peer-to-Peer Botnet detection using Random Forests",2014,"Information Sciences",278,"",,488,497,,167,10.1016/j.ins.2014.03.066,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901827682&partnerID=40&md5=b0482a34b38a8dbd28740da09f23b3d2",Article,Final,,Scopus,2-s2.0-84901827682
"Lin, C.-T., Yeh, C.-M., Liang, S.-F., Chung, J.-F., Kumar, N.","8942403600; 36843546300; 7402145687; 7404002974; 35215378200","Support-vector-based fuzzy neural network for pattern classification",2006,"IEEE Transactions on Fuzzy Systems",14,"1",,31,41,,165,10.1109/TFUZZ.2005.861604,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33144459783&partnerID=40&md5=f5f31ebf650b444c81a62dab739681c7",Article,Final,,Scopus,2-s2.0-33144459783
"Jayabarathi, T., Raghunathan, T., Adarsh, B.R., Suganthan, P.N.","6505964415; 19639370400; 57127239500; 7003996538","Economic dispatch using hybrid grey wolf optimizer",2016,"Energy",111,"",,630,641,,164,10.1016/j.energy.2016.05.105,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84973454254&partnerID=40&md5=bca6099da5c884ede0a4d358aab5e065",Article,Final,,Scopus,2-s2.0-84973454254
"Dutta, R., Hines, E.L., Gardner, J.W., Kashwan, K.R., Bhuyan, M.","7102252875; 55685887300; 7403051779; 57213657454; 6701458364","Tea quality prediction using a tin oxide-based electronic nose: An artificial intelligence approach",2003,"Sensors and Actuators, B: Chemical",94,"2",,228,237,,164,10.1016/S0925-4005(03)00367-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0042698328&partnerID=40&md5=f8453e402cf8ae6a75491df75e94d979",Article,Final,,Scopus,2-s2.0-0042698328
"Bhasin, M., Garg, A., Raghava, G.P.S.","8417767500; 8621590900; 7003507401","PSLpred: Prediction of subcellular localization of bacterial proteins",2005,"Bioinformatics",21,"10",,2522,2524,,161,10.1093/bioinformatics/bti309,"https://www.scopus.com/inward/record.url?eid=2-s2.0-19544388127&partnerID=40&md5=80c303a3890b2a480c79575eb2ceb420",Article,Final,,Scopus,2-s2.0-19544388127
"Azmathullah, H.Md., Deo, M.C., Deolalikar, P.B.","57220742546; 57203031298; 8944740900","Neural networks for estimation of scour downstream of a ski-jump bucket",2005,"Journal of Hydraulic Engineering",131,"10",,898,908,,159,10.1061/(ASCE)0733-9429(2005)131:10(898),"https://www.scopus.com/inward/record.url?eid=2-s2.0-26444480333&partnerID=40&md5=b620b86b042fa4e75c1985ed152692d1",Article,Final,,Scopus,2-s2.0-26444480333
"Samuel, O.W., Asogbon, G.M., Sangaiah, A.K., Fang, P., Li, G.","57188828713; 57191708911; 55616335800; 55435067200; 7407054228","An integrated decision support system based on ANN and Fuzzy_AHP for heart failure risk prediction",2017,"Expert Systems with Applications",68,"",,163,172,,158,10.1016/j.eswa.2016.10.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84992502879&partnerID=40&md5=0ee297b870019c0f98f965587e2218dc",Article,Final,,Scopus,2-s2.0-84992502879
"Singh, H., Ansari, H.R., Raghava, G.P.S.","57211511579; 26537186800; 7003507401","Improved Method for Linear B-Cell Epitope Prediction Using Antigen's Primary Sequence",2013,"PLoS ONE",8,"5", e62216,,,,158,10.1371/journal.pone.0062216,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877146650&partnerID=40&md5=c01a2c82814ee64b65602e3da65b857e",Article,Final,Open Access,Scopus,2-s2.0-84877146650
"Kumar, M., Gromiha, M.M., Raghava, G.P.S.","57214630311; 7006556058; 7003507401","Identification of DNA-binding proteins using support vector machines and evolutionary profiles",2007,"BMC Bioinformatics",8,"", 463,,,,158,10.1186/1471-2105-8-463,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649127567&partnerID=40&md5=ac988c795b7c19b70dde14637ea9ba12",Article,Final,Open Access,Scopus,2-s2.0-38649127567
"McIlraith, S.A., Martin, D.L.","6602586653; 55364856200","Bringing Semantics to Web Services",2003,"IEEE Intelligent Systems",18,"1",,90,93,,157,10.1109/MIS.2003.1179199,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0141614039&partnerID=40&md5=aa953de5a1985f0046c402440001ca26",Article,Final,,Scopus,2-s2.0-0141614039
"Sultana, S., Roy, P.K.","55831578500; 35753641300","Multi-objective quasi-oppositional teaching learning based optimization for optimal location of distributed generator in radial distribution systems",2014,"International Journal of Electrical Power and Energy Systems",63,"",,534,545,,155,10.1016/j.ijepes.2014.06.031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904200754&partnerID=40&md5=a0c06055f05700c4a3525f09159d4ac2",Article,Final,,Scopus,2-s2.0-84904200754
"Bandyopadhyay, S., Mukhopadhyay, A., Maulik, U.","7402057893; 16242090200; 6603607810","An improved algorithm for clustering gene expression data",2007,"Bioinformatics",23,"21",,2859,2865,,154,10.1093/bioinformatics/btm418,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36448965202&partnerID=40&md5=9205aac0c6dec84b4b6c3d6d5d9fbb92",Article,Final,Open Access,Scopus,2-s2.0-36448965202
"Patil, M.A., Tagade, P., Hariharan, K.S., Kolake, S.M., Song, T., Yeo, T., Doo, S.","56647641000; 30567843300; 55359426300; 55879887800; 7202363917; 55772923800; 12804717900","A novel multistage Support Vector Machine based approach for Li ion battery remaining useful life estimation",2015,"Applied Energy",159,"",,285,297,,153,10.1016/j.apenergy.2015.08.119,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84941893545&partnerID=40&md5=a6598217c1ae8101d455edf0c825dd7c",Article,Final,,Scopus,2-s2.0-84941893545
