Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Mitola III, J., Maguire Jr., G.Q.","55830400100; 8414298400","Cognitive radio: making software radios more personal",1999,"IEEE Personal Communications",6,"4",,13,18,,7150,10.1109/98.788210,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033171330&partnerID=40&md5=b3a2cdbf4a5122d47b41ca211e0d0b79",Article,Final,,Scopus,2-s2.0-0033171330
"Shin, H.-C., Roth, H.R., Gao, M., Lu, L., Xu, Z., Nogues, I., Yao, J., Mollura, D., Summers, R.M.","56903407200; 36622444300; 55424598500; 55474685200; 35209309700; 56921932100; 22837413500; 8886027300; 57200247340","Deep Convolutional Neural Networks for Computer-Aided Detection: CNN Architectures, Dataset Characteristics and Transfer Learning",2016,"IEEE Transactions on Medical Imaging",35,"5", 7404017,1285,1298,,2047,10.1109/TMI.2016.2528162,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969962996&partnerID=40&md5=e06d4859ad75fa272c3826e01cdd51f9",Article,Final,,Scopus,2-s2.0-84969962996
"Hall, D.L., Llinas, J.","7404434530; 7004600442","An introduction to multisensor data fusion",1997,"Proceedings of the IEEE",85,"1",,6,23,,1822,10.1109/5.554205,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0030735959&partnerID=40&md5=db94eb10d3c3a61597a01aa03cb89f83",Article,Final,,Scopus,2-s2.0-0030735959
"Lanckriet, G.R.G., Cristianini, N., Bartlett, P., El Ghaoui, L., Jordan, M.I.","7801431767; 55892899100; 7202466727; 7004236053; 57209168184","Learning the kernel matrix with semidefinite programming",2004,"Journal of Machine Learning Research",5,"",,,,,1689,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-8844278523&partnerID=40&md5=2e2f7c80fd0e3a374bfc0ba8548ae76e",Article,Final,,Scopus,2-s2.0-8844278523
"Tsochantaridis, I., Joachims, T., Hofmann, T., Altun, Y.","6508296014; 6602804136; 56735589800; 14041321400","Large margin methods for structured and interdependent output variables",2005,"Journal of Machine Learning Research",6,"",,,,,1400,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-24944537843&partnerID=40&md5=67e4cdafba56b0d655b6e349d1872674",Article,Final,,Scopus,2-s2.0-24944537843
"Rada, R., Mili, H., Bicknell, E., Blettner, M.","7006300777; 6603886738; 7003503132; 7004331042","Development and Application of a Metric on Semantic Nets",1989,"IEEE Transactions on Systems, Man and Cybernetics",19,"1",,17,30,,1302,10.1109/21.24528,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0024480920&partnerID=40&md5=cdb015a9f11fa1b714a6a90cdc3fbc34",Article,Final,,Scopus,2-s2.0-0024480920
"Thrun, S., Montemerlo, M., Dahlkamp, H., Stavens, D., Aron, A., Diebel, J., Fong, P., Gale, J., Halpenny, M., Hoffmann, G., Lau, K., Oakley, C., Palatucci, M., Pratt, V., Stang, P., Strohband, S., Dupont, C., Jendrossek, L.-E., Koelen, C., Markey, C., Rummel, C., van Niekerk, J., Jensen, E., Alessandrini, P., Bradski, G., Davies, B., Ettinger, S., Kaehler, A., Nefian, A., Mahoney, P.","7005996507; 6701506201; 15019110900; 15019822300; 15019219300; 36011596700; 36463284700; 36474784400; 15019549500; 23090842000; 15019442400; 56208239300; 23393331300; 7006357853; 15019808400; 57220307457; 16315515000; 15019371200; 34571073600; 15019336200; 15019881200; 15019888600; 36474939600; 15019125200; 6602226632; 7402928279; 7004937942; 15019353400; 55937569100; 15019309100","Stanley: The robot that won the DARPA Grand Challenge",2006,"Journal of Field Robotics",23,"9",,661,692,,1277,10.1002/rob.20147,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750024797&partnerID=40&md5=fef675e6b0d4a1fd7c94b99797e934ae",Article,Final,Open Access,Scopus,2-s2.0-33750024797
"Rifkin, R., Klautau, A.","7005452902; 35609405200","In defense of one-vs-all classification",2004,"Journal of Machine Learning Research",5,"",,101,141,,1242,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-56749117943&partnerID=40&md5=183e43a1b8bb70f0232ea2f55bc2940e",Article,Final,,Scopus,2-s2.0-56749117943
"Chandrasekaran, B., Josephson, J.R., Benjamins, V.R.","7007057847; 7006803383; 55944949200","What aro ontologies, and why do we need them?",1999,"IEEE Intelligent Systems and Their Applications",14,"1",,20,26,,1107,10.1109/5254.747902,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032732449&partnerID=40&md5=34a4c4057b4d8bcd1fd41e7ce0658f31",Article,Final,,Scopus,2-s2.0-0032732449
"Gurcan, M.N., Boucheron, L.E., Can, A., Madabhushi, A., Rajpoot, N.M., Yener, B.","7003609451; 8358435400; 7005391859; 6603019206; 8042017200; 7003714752","Histopathological Image Analysis: A Review",2009,"IEEE Reviews in Biomedical Engineering",2,"",,147,171,,962,10.1109/RBME.2009.2034865,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956941136&partnerID=40&md5=29fe8b4c2777c5ce4336da816ef3aa13",Article,Final,,Scopus,2-s2.0-77956941136
"Zadeh, L.A.","24613216300","From computing with numbers to computing with words - From manipulation of measurements to manipulation of perceptions",1999,"IEEE Transactions on Circuits and Systems I: Fundamental Theory and Applications",46,"1",,105,119,,872,10.1109/81.739259,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032786058&partnerID=40&md5=7c86f1fee376078ac3bbba55f8cbda14",Article,Final,,Scopus,2-s2.0-0032786058
"Buczak, A.L., Guven, E.","6603771243; 56086191700","A Survey of Data Mining and Machine Learning Methods for Cyber Security Intrusion Detection",2016,"IEEE Communications Surveys and Tutorials",18,"2", 7307098,1153,1176,,863,10.1109/COMST.2015.2494502,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84971516631&partnerID=40&md5=8691c0f37a551b8f57bbc82b0302ebae",Article,Final,,Scopus,2-s2.0-84971516631
"Chen, Y., Nasrabadi, N.M., Tran, T.D.","56036045400; 7006312852; 7202887829","Hyperspectral image classification using dictionary-based sparse representation",2011,"IEEE Transactions on Geoscience and Remote Sensing",49,"10 PART 2", 5766028,3973,3985,,847,10.1109/TGRS.2011.2129595,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80053571096&partnerID=40&md5=5ba4d467b77941c9e8ee4254be08244b",Article,Final,,Scopus,2-s2.0-80053571096
"Liu, H., Singh, P.","56070478100; 55463319100","ConceptNet - a practical commonsense reasoning tool-kit",2004,"BT Technology Journal",22,"4",,211,226,,798,10.1023/B:BTTJ.0000047600.45421.6d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-8644267670&partnerID=40&md5=7f4de269d4f178c27be755fb985b6f05",Article,Final,,Scopus,2-s2.0-8644267670
"Meng, X., Bradley, J., Yavuz, B., Sparks, E., Venkataraman, S., Liu, D., Freeman, J., Tsai, D.B., Amde, M., Owen, S., Xin, D., Xin, R., Franklin, M.J., Zadeh, R., Zaharia, M., Talwalkar, A.","55454418400; 57199001762; 57190427841; 56050880800; 55312380900; 57102047500; 22940903300; 57190427005; 8564294000; 57190423972; 57209112807; 42263246300; 7202284265; 39362867700; 15064891400; 24829809300","MLlib: Machine learning in Apache Spark",2016,"Journal of Machine Learning Research",17,"",,,,,787,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84979900694&partnerID=40&md5=1e7dfcc3fda5cb4e0f305c7c94bd295a",Article,Final,,Scopus,2-s2.0-84979900694
"Leslie, C., Eskin, E., Noble, W.S.","7101903349; 7003344359; 7102482003","The spectrum kernel: a string kernel for SVM protein classification.",2002,"Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing",,"",,564,575,,692,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036358995&partnerID=40&md5=90a284dba3e7e4eb784278dbf43901bf",Article,Final,,Scopus,2-s2.0-0036358995
"Yang, J., Honavar, V.","56098967200; 7003823702","Feature subset selection using genetic algorithm",1998,"IEEE Intelligent Systems and Their Applications",13,"2",,44,48,,669,10.1109/5254.671091,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032028297&partnerID=40&md5=5a3f2b1218305279a2617f313ee8dde5",Article,Final,,Scopus,2-s2.0-0032028297
"Walter, G.G., Miao, Y., Zhang, J., Wayne Lee, W.N.","55413149100; 7101982840; 56013488600; 56841717800","Wavelet Neural Networks for Function Learning",1995,"IEEE Transactions on Signal Processing",43,"6",,1485,1497,,643,10.1109/78.388860,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0029323369&partnerID=40&md5=1004c645fa6a482f6b2aa3fb00303f3c",Article,Final,,Scopus,2-s2.0-0029323369
"Al-Tamimi, A., Lewis, F.L., Abu-Khalaf, M.","16027850500; 24729085600; 6603080393","Discrete-time nonlinear HJB solution using approximate dynamic programming: Convergence proof",2008,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",38,"4",,943,949,,637,10.1109/TSMCB.2008.926614,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49049089962&partnerID=40&md5=187f14bb178ace07da9f6cb95e9703eb",Article,Final,,Scopus,2-s2.0-49049089962
"Davies, M., Srinivasa, N., Lin, T.-H., Chinya, G., Cao, Y., Choday, S.H., Dimou, G., Joshi, P., Imam, N., Jain, S., Liao, Y., Lin, C.-K., Lines, A., Liu, R., Mathaikutty, D., McCoy, S., Paul, A., Tse, J., Venkataramanan, G., Weng, Y.-H., Wild, A., Yang, Y., Wang, H.","57189242719; 56028528300; 57220900986; 15753356400; 57221076343; 37041222300; 16023809600; 57200989508; 34872344500; 57200991078; 57199880541; 26324915000; 6603561668; 57200989878; 8454131600; 57200983265; 56835029900; 36167750800; 57200988722; 57200992611; 57200986270; 36162192400; 56252838100","Loihi: A Neuromorphic Manycore Processor with On-Chip Learning",2018,"IEEE Micro",38,"1",,82,99,,599,10.1109/MM.2018.112130359,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041657895&partnerID=40&md5=8c620d38ab88a7b969f6e3708ec755c0",Article,Final,,Scopus,2-s2.0-85041657895
"Ségonne, F., Pacheco, J., Fischl, B.","6602273803; 16176229200; 7003369437","Geometrically accurate topology-correction of cortical surfaces using nonseparating loops",2007,"IEEE Transactions on Medical Imaging",26,"4",,518,529,,592,10.1109/TMI.2006.887364,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34047139895&partnerID=40&md5=936b42a34d26d31f62991a4ba7e1e932",Article,Final,,Scopus,2-s2.0-34047139895
"Brooks, R.A.","7402358666","Elephants don't play chess",1990,"Robotics and Autonomous Systems",6,"1-2",,3,15,,589,10.1016/S0921-8890(05)80025-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0025445296&partnerID=40&md5=9c367d506a33c8094f09c52997d6cf1b",Article,Final,,Scopus,2-s2.0-0025445296
"Okamura, A.M., Simone, C., O'Leary, M.D.","7103344370; 7005606011; 7202224727","Force modeling for needle insertion into soft tissue",2004,"IEEE Transactions on Biomedical Engineering",51,"10",,1707,1716,,587,10.1109/TBME.2004.831542,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3042572777&partnerID=40&md5=120d1a72d51cc5725843072648f87e86",Article,Final,,Scopus,2-s2.0-3042572777
"Klein, G.A., Calderwood, R., Macgregor, D.","57202862987; 6603170421; 7102505548","Critical Decision Method for Eliciting Knowledge",1989,"IEEE Transactions on Systems, Man and Cybernetics",19,"3",,462,472,,579,10.1109/21.31053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0024667633&partnerID=40&md5=95dbba0def9e2eb2be73f6bae9d44a88",Article,Final,,Scopus,2-s2.0-0024667633
"Wing, J.M.","7102329155","Computational thinking and thinking about computing",2008,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",366,"1881",,3717,3725,,571,10.1098/rsta.2008.0118,"https://www.scopus.com/inward/record.url?eid=2-s2.0-51849116469&partnerID=40&md5=c084d0302c7683cc223f0440db8618a5",Article,Final,,Scopus,2-s2.0-51849116469
"Ravishankar, S., Bresler, Y.","57213740403; 7006091153","MR image reconstruction from highly undersampled k-space data by dictionary learning",2011,"IEEE Transactions on Medical Imaging",30,"5", 5617283,1028,1041,,563,10.1109/TMI.2010.2090538,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79955633431&partnerID=40&md5=2555a95d05ea234a039f0b3bba286c49",Article,Final,,Scopus,2-s2.0-79955633431
"Weston, J., Elisseeff, A., Schölkopf, B., Tipping, M.","8865128200; 55967867500; 7004460308; 6602733040","Use of the zero-norm with linear models and kernel methods",2003,"Journal of Machine Learning Research",3,"",,1439,1461,,542,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890520049&partnerID=40&md5=45caf9ddf494e3b1a36968a605385d1b",Article,Final,,Scopus,2-s2.0-84890520049
"Tang, Y., Zhang, Y.-Q., Chawla, N.V.","8979334000; 57202590512; 35077581400","SVMs modeling for highly imbalanced classification",2009,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",39,"1",,281,288,,533,10.1109/TSMCB.2008.2002909,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61549114384&partnerID=40&md5=28e3747c1b92ea5f0b6271c7f0553694",Article,Final,,Scopus,2-s2.0-61549114384
"Kaczmarek, K.A., Webster, J.G., Bach-y-Rita, P., Tompkins, W.J.","7003419591; 7402196850; 7005158515; 7102993502","Electrotactile and Vibrotactile Displays for Sensory Substitution Systems",1991,"IEEE Transactions on Biomedical Engineering",38,"1",,1,16,,523,10.1109/10.68204,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0026096943&partnerID=40&md5=35d97a741ce09918a8382b0420f32840",Article,Final,,Scopus,2-s2.0-0026096943
"Adeli, H., Ghosh-Dastidar, S., Dadmehr, N.","35612773100; 6506072052; 15836363800","A wavelet-chaos methodology for analysis of EEGs and EEG subbands to detect seizure and epilepsy",2007,"IEEE Transactions on Biomedical Engineering",54,"2", 4,205,211,,514,10.1109/TBME.2006.886855,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33846672121&partnerID=40&md5=e010f1d20889166d8274022f405bb491",Article,Final,,Scopus,2-s2.0-33846672121
"Lin, Y.-P., Wang, C.-H., Jung, T.-P., Wu, T.-L., Jeng, S.-K., Duann, J.-R., Chen, J.-H.","16318996800; 24328937200; 7201389395; 22434038800; 26023218700; 6602471847; 13310081700","EEG-based emotion recognition in music listening",2010,"IEEE Transactions on Biomedical Engineering",57,"7", 5458075,1798,1806,,512,10.1109/TBME.2010.2048568,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953784197&partnerID=40&md5=2e501c5e91e3de43146cc2bcb1b40c65",Article,Final,,Scopus,2-s2.0-77953784197
"Kuo, W., Rajendra Prasad, V.","7202113146; 6508031662","An annotated overview of system-reliability optimization",2000,"IEEE Transactions on Reliability",49,"2",,176,187,,498,10.1109/24.877336,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0034197692&partnerID=40&md5=6d0cb15d41246453d2017b3817e8b4ec",Article,Final,,Scopus,2-s2.0-0034197692
"Huang, G., Song, S., Gupta, J.N.D., Wu, C.","7403425368; 13310063000; 57203174732; 7501667569","Semi-supervised and unsupervised extreme learning machines",2014,"IEEE Transactions on Cybernetics",44,"12", 2307349,2405,2417,,491,10.1109/TCYB.2014.2307349,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911944987&partnerID=40&md5=b48f57fab512ebbf0ce570e45889305f",Article,Final,,Scopus,2-s2.0-84911944987
"Jiang, C., Zhang, H., Ren, Y., Han, Z., Chen, K.-C., Hanzo, L.","35766580300; 57189345966; 7403274440; 55767186700; 7410240104; 36043733600","Machine Learning Paradigms for Next-Generation Wireless Networks",2017,"IEEE Wireless Communications",24,"2", 7792374,98,105,,475,10.1109/MWC.2016.1500356WC,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007303692&partnerID=40&md5=521645d1778b2d862b70c5cefdf8fcbf",Article,Final,,Scopus,2-s2.0-85007303692
"Kulkarni, R.V., Förster, A., Venayagamoorthy, G.K.","24722565200; 57072981600; 7003536240","Computational intelligence in wireless sensor networks: A survey",2011,"IEEE Communications Surveys and Tutorials",13,"1", 5473889,68,96,,474,10.1109/SURV.2011.040310.00002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79951581342&partnerID=40&md5=5bd55a6b483d6c118ccbdf9336c164c6",Article,Final,,Scopus,2-s2.0-79951581342
"Stojanovic, M.N., Stefanovic, D.","7004959146; 7006269498","A deoxyribozyme-based molecular automaton",2003,"Nature Biotechnology",21,"9",,1069,1074,,472,10.1038/nbt862,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0042360338&partnerID=40&md5=ef3157b3d9de15ff86747ef0000e144a",Article,Final,,Scopus,2-s2.0-0042360338
"Luo, R.C.","55842876400","Multi sensor Integration and Fusion in Intelligent Systems",1989,"IEEE Transactions on Systems, Man and Cybernetics",19,"5",,901,931,,467,10.1109/21.44007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0024737615&partnerID=40&md5=985a8a7fe2cb1f97f2ad4f82441d481c",Article,Final,,Scopus,2-s2.0-0024737615
"Brafman, R.I., Tennenholtz, M.","7003389329; 7003406059","R-MAX - A general polynomial time algorithm for near-optimal reinforcement learning",2003,"Journal of Machine Learning Research",3,"2",,213,231,,465,10.1162/153244303765208377,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0041965975&partnerID=40&md5=c57b20286d4d941ea495ab1ba015d980",Article,Final,,Scopus,2-s2.0-0041965975
"Deng, L.","36071490500","The MNIST database of handwritten digit images for machine learning research",2012,"IEEE Signal Processing Magazine",29,"6", 6296535,141,142,,459,10.1109/MSP.2012.2211477,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032752689&partnerID=40&md5=4a696540a73c5eeff3677c33ed083ee1",Article,Final,,Scopus,2-s2.0-85032752689
"Sinha, P., Balas, B., Ostrovsky, Y., Russell, R.","7202740180; 10042939400; 7006296078; 8105257400","Face recognition by humans: Nineteen results all computer vision researchers should know about",2006,"Proceedings of the IEEE",94,"11",,1948,1961,,455,10.1109/JPROC.2006.884093,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33947369065&partnerID=40&md5=befcd2debcad4e537ac5252682f02117",Article,Final,,Scopus,2-s2.0-33947369065
"Crawley, E.F.","7005924724","Intelligent structures for aerospace: A technology overview and assessment",1994,"AIAA Journal",32,"8",,1689,1699,,444,10.2514/3.12161,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028485223&partnerID=40&md5=b1e4040ef60e2f11fac57ac78c86d46a",Article,Final,,Scopus,2-s2.0-0028485223
"Sidiropoulos, N.D., De Lathauwer, L., Fu, X., Huang, K., Papalexakis, E.E., Faloutsos, C.","57203044741; 6701866141; 57195386854; 55968159000; 36987222700; 7006005166","Tensor Decomposition for Signal Processing and Machine Learning",2017,"IEEE Transactions on Signal Processing",65,"13", 7891546,3551,3582,,443,10.1109/TSP.2017.2690524,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028048487&partnerID=40&md5=5f47e455fcebde88049dea705fbcddea",Article,Final,Open Access,Scopus,2-s2.0-85028048487
"Murphy, R.R.","7403470480","Human-robot interaction in rescue robotics",2004,"IEEE Transactions on Systems, Man and Cybernetics Part C: Applications and Reviews",34,"2",,138,153,,442,10.1109/TSMCC.2004.826267,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2442464861&partnerID=40&md5=9d26be4228dadcc8ff9d198e41fc392a",Article,Final,,Scopus,2-s2.0-2442464861
"Zheng, Y., Barbu, A., Georgescu, B., Scheuering, M., Comaniciu, D.","8062522600; 7005022609; 6603044053; 8657896100; 7003476440","Four-chamber heart modeling and automatic segmentation for 3-D cardiac CT volumes using marginal space learning and steerable features",2008,"IEEE Transactions on Medical Imaging",27,"11", 4601463,1668,1681,,439,10.1109/TMI.2008.2004421,"https://www.scopus.com/inward/record.url?eid=2-s2.0-54949104993&partnerID=40&md5=7070c8dff722836540ece7e3f54edc99",Article,Final,,Scopus,2-s2.0-54949104993
"El-Naqa, I., Yang, Y., Wernick, M.N., Galatsanos, N.P., Nishikawa, R.M.","35472734900; 7409387247; 7004361150; 35562970900; 7004405368","A support vector machine approach for detection of microcalcifications",2002,"IEEE Transactions on Medical Imaging",21,"12",,1552,1563,,434,10.1109/TMI.2002.806569,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037002322&partnerID=40&md5=b577993aae687a3843a5e62b3b31835a",Article,Final,,Scopus,2-s2.0-0037002322
"Tang, J., Rangayyan, R.M., Xu, J., El Naqa, I.E., Yang, Y.","7404638208; 7005319550; 57191409730; 35472734900; 7409387247","Computer-aided detection and diagnosis of breast cancer with mammography: Recent advances",2009,"IEEE Transactions on Information Technology in Biomedicine",13,"2",,236,251,,431,10.1109/TITB.2008.2009441,"https://www.scopus.com/inward/record.url?eid=2-s2.0-63349107095&partnerID=40&md5=9a507290f8aef67d7e7066668fe9c2ed",Article,Final,,Scopus,2-s2.0-63349107095
"Nicklow, J., Reed, P., Savic, D., Dessalegne, T., Harrell, L., Chan-Hilton, A., Karamouz, M., Minsker, B., Ostfeld, A., Singh, A., Zechman, E.","6602196988; 7202010819; 35580202000; 56624724000; 7005097889; 6602781656; 56243091200; 6701548472; 7005595203; 57211750996; 6506331398","State of the art for genetic algorithms and beyond in water resources planning and management",2010,"Journal of Water Resources Planning and Management",136,"4", 021003QWR,412,432,,420,10.1061/(ASCE)WR.1943-5452.0000053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955682503&partnerID=40&md5=b2ce0af079c514de28e8d2ff5c6ad4ca",Article,Final,,Scopus,2-s2.0-77955682503
"Wang, J., Ma, Y., Zhang, L., Gao, R.X., Wu, D.","49964967100; 57201377035; 8895839400; 7201704428; 37015011600","Deep learning for smart manufacturing: Methods and applications",2018,"Journal of Manufacturing Systems",48,"",,144,156,,417,10.1016/j.jmsy.2018.01.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044519534&partnerID=40&md5=089131c1885ea42c10a5f612010f6c62",Article,Final,,Scopus,2-s2.0-85044519534
"Park, S., Jayaraman, S.","7501834189; 7102031866","Enhancing the Quality of Life Through Wearable Technology",2003,"IEEE Engineering in Medicine and Biology Magazine",22,"3",,41,48,,414,10.1109/MEMB.2003.1213625,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0141499236&partnerID=40&md5=c9a47de2992d8aa930a423886325d91e",Article,Final,,Scopus,2-s2.0-0141499236
"Tamilselvan, P., Wang, P.","55220619000; 15833417000","Failure diagnosis using deep belief learning based health state classification",2013,"Reliability Engineering and System Safety",115,"",,124,135,,411,10.1016/j.ress.2013.02.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875848937&partnerID=40&md5=993362950268143490e978c9b4059b8c",Article,Final,,Scopus,2-s2.0-84875848937
"Bi, Z., Xu, L.D., Wang, C.","7102348549; 13408889400; 16314651800","Internet of things for enterprise systems of modern manufacturing",2014,"IEEE Transactions on Industrial Informatics",10,"2", 6714495,1537,1546,,407,10.1109/TII.2014.2300338,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84900826011&partnerID=40&md5=b2341b0137712ed08d250f4faf4b0d42",Article,Final,,Scopus,2-s2.0-84900826011
"Niemeijer, M., Van Ginneken, B., Staal, J., Suttorp-Schulten, M.S.A., Abràmoff, M.D.","57205785926; 55759608800; 6701822939; 6603900649; 6602158360","Automatic detection of red lesions in digital color fundus photographs",2005,"IEEE Transactions on Medical Imaging",24,"5",,584,592,,407,10.1109/TMI.2005.843738,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18844459424&partnerID=40&md5=44202278ef1d761fca4711b938f52ec3",Article,Final,,Scopus,2-s2.0-18844459424
"Ioannou, P.A., Chien, C.C.","24514347400; 7402863488","Autonomous Intelligent Cruise Control",1993,"IEEE Transactions on Vehicular Technology",42,"4",,657,672,,407,10.1109/25.260745,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027699922&partnerID=40&md5=e5fa88ab8c0c7f6fcd7ab3f27a766a63",Article,Final,,Scopus,2-s2.0-0027699922
"Chen, M., Mozaffari, M., Saad, W., Yin, C., Debbah, M., Hong, C.S.","57113807700; 57189034814; 57203259001; 7201995655; 35588784300; 56623778200","Caching in the Sky: Proactive Deployment of Cache-Enabled Unmanned Aerial Vehicles for Optimized Quality-of-Experience",2017,"IEEE Journal on Selected Areas in Communications",35,"5", 7875131,1046,1061,,394,10.1109/JSAC.2017.2680898,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019756493&partnerID=40&md5=d7fb66dbe7475b812e158637a14696a2",Article,Final,Open Access,Scopus,2-s2.0-85019756493
"Lee, K.Y., Cha, Y.T., Park, J.H.","56926965000; 7103222606; 35410050000","Short-term load forecasting using an artificial neural network",1992,"IEEE Transactions on Power Systems",7,"1",,124,132,,390,10.1109/59.141695,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0026821995&partnerID=40&md5=80c375ef344bbcbd4145e0e57541cd2b",Article,Final,,Scopus,2-s2.0-0026821995
"Patel, S., Lorincz, K., Hughes, R., Huggins, N., Growdon, J., Standaert, D., Akay, M., Dy, J., Welsh, M., Bonato, P.","15058071300; 8888135900; 57214369779; 15058001700; 56876765600; 56926372900; 7102443027; 6603643756; 7202401743; 7006225560","Monitoring motor fluctuations in patients with parkinsons disease using wearable sensors",2009,"IEEE Transactions on Information Technology in Biomedicine",13,"6", 5290148,864,873,,378,10.1109/TITB.2009.2033471,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449570954&partnerID=40&md5=20ecf3ed9e4c831a843713f43a93baf7",Article,Final,,Scopus,2-s2.0-70449570954
"Acampora, G., Cook, D.J., Rashidi, P., Vasilakos, A.V.","9732839200; 12806484400; 57203185850; 57200495061","A survey on ambient intelligence in healthcare",2013,"Proceedings of the IEEE",101,"12", 6579688,2470,2494,,372,10.1109/JPROC.2013.2262913,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84889608731&partnerID=40&md5=36499b4eaebb2ed4e25064662503f2e5",Article,Final,,Scopus,2-s2.0-84889608731
"Gandhi, A., Corrigan, T., Parsa, L.","7006013139; 37088268000; 6603117786","Recent advances in modeling and online detection of stator interturn faults in electrical motors",2011,"IEEE Transactions on Industrial Electronics",58,"5", 5611601,1564,1575,,370,10.1109/TIE.2010.2089937,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79954563178&partnerID=40&md5=650a610fb4b8dfeca98b959819ad0059",Article,Final,,Scopus,2-s2.0-79954563178
"Ghosh-Dastidar, S., Adeli, H., Dadmehr, N.","6506072052; 35612773100; 15836363800","Mixed-band wavelet-chaos-neural network methodology for epilepsy and epileptic seizure detection",2007,"IEEE Transactions on Biomedical Engineering",54,"9",,1545,1551,,365,10.1109/TBME.2007.891945,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34547573516&partnerID=40&md5=5feaf86393267e3c51ac58c71734bd1d",Article,Final,,Scopus,2-s2.0-34547573516
"Thottan, M., Ji, C.","6601907833; 7202015295","Anomaly detection in IP networks",2003,"IEEE Transactions on Signal Processing",51,"8",,2191,2204,,365,10.1109/TSP.2003.814797,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0043166339&partnerID=40&md5=511e681f69bd4994b0c4fd01c52cb1a1",Article,Final,,Scopus,2-s2.0-0043166339
"Clark, M.C., Hall, L.O., Goldgof, D.B., Velthuizen, R., Reed Murtagh, F., Silbiger, M.S.","55449266800; 57203365478; 35572085000; 7004839231; 6505805761; 7004514773","Automatic tumor segmentation using knowledge-based techniques",1998,"IEEE Transactions on Medical Imaging",17,"2",,187,201,,356,10.1109/42.700731,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032034227&partnerID=40&md5=8cad830419214facd651345b6cb2053d",Article,Final,,Scopus,2-s2.0-0032034227
