Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Han, J., Shao, L., Xu, D., Shotton, J.","14522692900; 55643855000; 35231499000; 23019722900","Enhanced computer vision with Microsoft Kinect sensor: A review",2013,"IEEE Transactions on Cybernetics",43,"5",,1318,1334,,889,10.1109/TCYB.2013.2265378,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890399408&partnerID=40&md5=0c736a744109d418dba8ffeed18c6b4a",Article,Final,,Scopus,2-s2.0-84890399408
"Chen, S., Zhang, D.","7410249270; 7405356869","Robust image segmentation using FCM with spatial constraints based on new kernel-induced distance measure",2004,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",34,"4",,1907,1916,,883,10.1109/TSMCB.2004.831165,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3543098627&partnerID=40&md5=9bd7447dc783677f74543619c63286d7",Article,Final,,Scopus,2-s2.0-3543098627
"Jia, F., Lei, Y., Lin, J., Zhou, X., Lu, N.","35190546800; 8905846900; 55710008100; 56964567300; 57205731416","Deep neural networks: A promising tool for fault characteristic mining and intelligent diagnosis of rotating machinery with massive data",2016,"Mechanical Systems and Signal Processing",72-73,"",,303,315,,839,10.1016/j.ymssp.2015.10.025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84955693855&partnerID=40&md5=25b32521f0a255d6b58ff3af2730d297",Article,Final,,Scopus,2-s2.0-84955693855
"Cheng, G., Zhou, P., Han, J.","36801169800; 55847670300; 24450644400","Learning Rotation-Invariant Convolutional Neural Networks for Object Detection in VHR Optical Remote Sensing Images",2016,"IEEE Transactions on Geoscience and Remote Sensing",54,"12",,7405,7415,,759,10.1109/TGRS.2016.2601622,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027047340&partnerID=40&md5=1a32b7cd492523bcef8bf773119e2937",Article,Final,,Scopus,2-s2.0-85027047340
"Zhang, T.P., Ge, S.S.","7404373369; 25924925100","Adaptive dynamic surface control of nonlinear systems with unknown dead zone in pure feedback form",2008,"Automatica",44,"7",,1895,1903,,622,10.1016/j.automatica.2007.11.025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-45849090294&partnerID=40&md5=db3333aac55f8aad52ef4c55dc8b90b3",Article,Final,,Scopus,2-s2.0-45849090294
"He, Q., Wang, L.","15053551000; 55312114400","An effective co-evolutionary particle swarm optimization for constrained engineering design problems",2007,"Engineering Applications of Artificial Intelligence",20,"1",,89,99,,618,10.1016/j.engappai.2006.03.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33750625354&partnerID=40&md5=5fb7a2995bc86ce10bcd197154c37423",Article,Final,,Scopus,2-s2.0-33750625354
"Hu, Q., Yu, D., Liu, J., Wu, C.","7403214664; 7404666356; 36619486400; 7501672854","Neighborhood rough set based heterogeneous feature subset selection",2008,"Information Sciences",178,"18",,3577,3594,,612,10.1016/j.ins.2008.05.024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-46749140199&partnerID=40&md5=1de8569a360ff8173fe856c0c1f91905",Article,Final,,Scopus,2-s2.0-46749140199
"Lei, Y., Jia, F., Lin, J., Xing, S., Ding, S.X.","8905846900; 35190546800; 55710008100; 57188864198; 7401542701","An Intelligent Fault Diagnosis Method Using Unsupervised Feature Learning Towards Mechanical Big Data",2016,"IEEE Transactions on Industrial Electronics",63,"5", 7386639,3137,3147,,541,10.1109/TIE.2016.2519325,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963934455&partnerID=40&md5=28be5e330e6cdc17cbe4f57c89783ef6",Article,Final,,Scopus,2-s2.0-84963934455
"Huang, G., Song, S., Gupta, J.N.D., Wu, C.","7403425368; 13310063000; 57203174732; 7501667569","Semi-supervised and unsupervised extreme learning machines",2014,"IEEE Transactions on Cybernetics",44,"12", 2307349,2405,2417,,491,10.1109/TCYB.2014.2307349,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911944987&partnerID=40&md5=b48f57fab512ebbf0ce570e45889305f",Article,Final,,Scopus,2-s2.0-84911944987
"Jiang, C., Zhang, H., Ren, Y., Han, Z., Chen, K.-C., Hanzo, L.","35766580300; 57189345966; 7403274440; 55767186700; 7410240104; 36043733600","Machine Learning Paradigms for Next-Generation Wireless Networks",2017,"IEEE Wireless Communications",24,"2", 7792374,98,105,,475,10.1109/MWC.2016.1500356WC,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007303692&partnerID=40&md5=521645d1778b2d862b70c5cefdf8fcbf",Article,Final,,Scopus,2-s2.0-85007303692
"Yin, C., Zhu, Y., Fei, J., He, X.","37666468500; 7406074177; 55576523700; 57196352718","A Deep Learning Approach for Intrusion Detection Using Recurrent Neural Networks",2017,"IEEE Access",5,"", 8066291,21954,21961,,474,10.1109/ACCESS.2017.2762418,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038359674&partnerID=40&md5=c4e1efe416bbaa728b770fee14154fe4",Article,Final,Open Access,Scopus,2-s2.0-85038359674
"Wang, Z., Yang, F., Ho, D.W.C., Liu, X.","55810114200; 7403450080; 7402971938; 35290922200","Robust H<inf>∞</inf> control for networked systems with random packet losses",2007,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",37,"4",,916,924,,449,10.1109/TSMCB.2007.896412,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34547110542&partnerID=40&md5=e6f2109afe41c5faa98acefc09762899",Article,Final,,Scopus,2-s2.0-34547110542
"Zheng, Y.-L., Ding, X.-R., Poon, C.C.Y., Lo, B.P.L., Zhang, H., Zhou, X.-L., Yang, G.-Z., Zhao, N., Zhang, Y.-T.","55516624100; 56145146600; 57202479652; 15834859900; 14827559100; 55743218300; 55539304100; 56924373200; 56255024900","Unobtrusive sensing and wearable devices for health informatics",2014,"IEEE Transactions on Biomedical Engineering",61,"5", 6756983,1538,1554,,444,10.1109/TBME.2014.2309951,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899683673&partnerID=40&md5=ba009d310f1143b2f78d93ae1e81dbbd",Article,Final,,Scopus,2-s2.0-84899683673
"Liu, Y., Wang, Z., Liang, J., Liu, X.","36062331200; 55810114200; 24544407400; 35290922200","Synchronization and state estimation for discrete-time complex networks with distributed delays",2008,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",38,"5",,1314,1325,,437,10.1109/TSMCB.2008.925745,"https://www.scopus.com/inward/record.url?eid=2-s2.0-52349098268&partnerID=40&md5=fdba137d0f06804d1c5ab066c37dc87d",Article,Final,,Scopus,2-s2.0-52349098268
"Wang, J., Ma, Y., Zhang, L., Gao, R.X., Wu, D.","49964967100; 57201377035; 8895839400; 7201704428; 37015011600","Deep learning for smart manufacturing: Methods and applications",2018,"Journal of Manufacturing Systems",48,"",,144,156,,417,10.1016/j.jmsy.2018.01.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044519534&partnerID=40&md5=089131c1885ea42c10a5f612010f6c62",Article,Final,,Scopus,2-s2.0-85044519534
"Bi, Z., Xu, L.D., Wang, C.","7102348549; 13408889400; 16314651800","Internet of things for enterprise systems of modern manufacturing",2014,"IEEE Transactions on Industrial Informatics",10,"2", 6714495,1537,1546,,407,10.1109/TII.2014.2300338,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84900826011&partnerID=40&md5=b2341b0137712ed08d250f4faf4b0d42",Article,Final,,Scopus,2-s2.0-84900826011
"Lei, Z., Wang, Q., Sun, S., Zhu, W., Wu, P.","56739926900; 57194069576; 57192002125; 56205672000; 7403119013","A Bioinspired Mineral Hydrogel as a Self-Healable, Mechanically Adaptable Ionic Skin for Highly Sensitive Pressure Sensing",2017,"Advanced Materials",29,"22", 1700321,,,,398,10.1002/adma.201700321,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018573983&partnerID=40&md5=f7ac1d9718cd1f56f21708fd3047955a",Article,Final,,Scopus,2-s2.0-85018573983
"Chen, M., Mozaffari, M., Saad, W., Yin, C., Debbah, M., Hong, C.S.","57113807700; 57189034814; 57203259001; 7201995655; 35588784300; 56623778200","Caching in the Sky: Proactive Deployment of Cache-Enabled Unmanned Aerial Vehicles for Optimized Quality-of-Experience",2017,"IEEE Journal on Selected Areas in Communications",35,"5", 7875131,1046,1061,,394,10.1109/JSAC.2017.2680898,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019756493&partnerID=40&md5=d7fb66dbe7475b812e158637a14696a2",Article,Final,Open Access,Scopus,2-s2.0-85019756493
"Ye, Q., Zhang, Z., Law, R.","55757466900; 24178424400; 7201502135","Sentiment classification of online reviews to travel destinations by supervised machine learning approaches",2009,"Expert Systems with Applications",36,"3 PART 2",,6527,6535,,383,10.1016/j.eswa.2008.07.035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58349091868&partnerID=40&md5=dd7546accb912d5746f479d5ac6ae67c",Article,Final,,Scopus,2-s2.0-58349091868
"Zhang, H., Wei, Q., Luo, Y.","56122851800; 23092563300; 55571384900","A novel infinite-time optimal tracking control scheme for a class of discrete-time nonlinear systems via the greedy HDP iteration algorithm",2008,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",38,"4",,937,942,,378,10.1109/TSMCB.2008.920269,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49049119493&partnerID=40&md5=85ba78cef9a6eda7505cc00e7785ddce",Article,Final,,Scopus,2-s2.0-49049119493
"Ge, Z., Song, Z., Ding, S.X., Huang, B.","55918987200; 7402858328; 7401542701; 11839993500","Data Mining and Analytics in the Process Industry: The Role of Machine Learning",2017,"IEEE Access",5,"", 8051033,20590,20616,,374,10.1109/ACCESS.2017.2756872,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030772750&partnerID=40&md5=0034569d8915ce7eb347acfba07d3035",Article,Final,Open Access,Scopus,2-s2.0-85030772750
"Liu, B., Wang, L., Jin, Y.-H.","55574235533; 55312114400; 7404457505","An effective PSO-based memetic algorithm for flow shop scheduling",2007,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",37,"1",,18,27,,373,10.1109/TSMCB.2006.883272,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33847661566&partnerID=40&md5=6498fdf90979cabf11240db616b7820f",Article,Final,,Scopus,2-s2.0-33847661566
"Yu, J., Tan, M., Wang, S., Chen, E.","7405525050; 14034568900; 55968472300; 55511194700","Development of a biomimetic robotic fish and its control algorithm",2004,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",34,"4",,1798,1810,,351,10.1109/TSMCB.2004.831151,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3442880717&partnerID=40&md5=ca6595da55a879f5ac2135f472369cc3",Article,Final,,Scopus,2-s2.0-3442880717
"Ye, J.","22965140000","A multicriteria decision-making method using aggregation operators for simplified neutrosophic sets",2014,"Journal of Intelligent and Fuzzy Systems",26,"5",,2459,2466,,349,10.3233/IFS-130916,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901752238&partnerID=40&md5=ab639187ceb97f61536bc1cd6da5cebe",Article,Final,,Scopus,2-s2.0-84901752238
"Xu, B., Xu, L.D., Cai, H., Xie, C., Hu, J., Bu, F.","7404588422; 13408889400; 8947292100; 37082482500; 56165693100; 7003591418","Ubiquitous data accessing method in iot-based information system for emergency medical services",2014,"IEEE Transactions on Industrial Informatics",10,"2", 6742577,1578,1586,,349,10.1109/TII.2014.2306382,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84900834753&partnerID=40&md5=59479517b036e64923c41c2a1ae8d40b",Article,Final,,Scopus,2-s2.0-84900834753
"Xia, T., Tao, D., Mei, T., Zhang, Y.","57205875004; 7102600334; 7005396035; 55902721000","Multiview spectral embedding",2010,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",40,"6", 5415552,1438,1446,,349,10.1109/TSMCB.2009.2039566,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649979280&partnerID=40&md5=5bef98f968c5d2adc16abe17e6a353f0",Article,Final,,Scopus,2-s2.0-78649979280
"Geng, X., Zhan, D.-C., Zhou, Z.-H.","26656636600; 56186431200; 55365262700","Supervised nonlinear dimensionality reduction for visualization and classification",2005,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",35,"6",,1098,1107,,346,10.1109/TSMCB.2005.850151,"https://www.scopus.com/inward/record.url?eid=2-s2.0-28444473249&partnerID=40&md5=a7d7d7584c9ee2ee32af5e45aac9caa0",Article,Final,,Scopus,2-s2.0-28444473249
"Xu, Q., Yu, H.Y., Mou, X.Q., Zhang, L., Hsieh, J., Wang, G.","36618342100; 20435223800; 7003389599; 55115873800; 7401435674; 7407148134","Low-dose X-ray CT reconstruction via dictionary learning",2012,"IEEE Transactions on Medical Imaging",31,"9", 6188527,1682,1697,,340,10.1109/TMI.2012.2195669,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867561335&partnerID=40&md5=c0b89e5fbbefdc007f78735ef9c09488",Article,Final,,Scopus,2-s2.0-84867561335
"Chen, M., Hao, Y., Hwang, K., Wang, L., Wang, L.","25821032200; 56699230500; 56699307700; 8866990500; 57190611094","Disease Prediction by Machine Learning over Big Data from Healthcare Communities",2017,"IEEE Access",5,"", 7912315,8869,8879,,337,10.1109/ACCESS.2017.2694446,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85023602966&partnerID=40&md5=23ab7268403b2e040f3c28589a850c52",Article,Final,Open Access,Scopus,2-s2.0-85023602966
"Xu, Z., Yager, R.R.","55502698400; 35618760400","Intuitionistic fuzzy bonferroni means",2011,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",41,"2", 5585790,568,578,,332,10.1109/TSMCB.2010.2072918,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952842717&partnerID=40&md5=7e3e6f85e8dab6646262152195ab0653",Article,Final,,Scopus,2-s2.0-79952842717
"Zhong, W., Liu, J., Xue, M., Jiao, L.","7402327796; 36066808300; 7102080580; 7102491544","A Multiagent Genetic Algorithm for Global Numerical Optimization",2004,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",34,"2",,1128,1141,,329,10.1109/TSMCB.2003.821456,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1842587736&partnerID=40&md5=091735ea5970bbbe353a8a31509a770d",Article,Final,,Scopus,2-s2.0-1842587736
"Lin, Z., Zhang, C., Wu, W., Gao, X.","7404228919; 7405490589; 56529849100; 7403873062","Frequency recognition based on canonical correlation analysis for SSVEP-based BCIs",2006,"IEEE Transactions on Biomedical Engineering",53,"12", 9,2610,2614,,328,10.1109/TBME.2006.886577,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845904679&partnerID=40&md5=713a247f1f1648e19106727c41b6bbf0",Article,Final,,Scopus,2-s2.0-33845904679
"Hou, C., Nie, F., Li, X., Yi, D., Wu, Y.","26024156500; 14008099400; 55936260100; 7101808580; 55707400700","Joint embedding learning and sparse regression: A framework for unsupervised feature selection",2014,"IEEE Transactions on Cybernetics",44,"6", 6565365,793,804,,318,10.1109/TCYB.2013.2272642,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901250680&partnerID=40&md5=e9ede91b55745ba58848ec960c237ac6",Article,Final,,Scopus,2-s2.0-84901250680
"Tao, W., Jin, H., Zhang, Y.","8931232700; 56434989100; 56848471800","Color image segmentation based on mean shift and normalized cuts",2007,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",37,"5",,1382,1389,,316,10.1109/TSMCB.2007.902249,"https://www.scopus.com/inward/record.url?eid=2-s2.0-35148818642&partnerID=40&md5=3374d7c0bbed8abd170f5a4bf4988356",Article,Final,,Scopus,2-s2.0-35148818642
"Wang, H., Chen, B., Liu, X., Liu, K., Lin, C.","48762180200; 55723019300; 56082075300; 55729553300; 11139324700","Robust adaptive fuzzy tracking control for pure-feedback stochastic nonlinear systems with input constraints",2013,"IEEE Transactions on Cybernetics",43,"6", 6459565,2093,2104,,312,10.1109/TCYB.2013.2240296,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890040569&partnerID=40&md5=4f284f5e2f01b729fc45c83e77539492",Article,Final,,Scopus,2-s2.0-84890040569
"Wei, G.-W.","24832271100","Uncertain linguistic hybrid geometric mean operator and its application to group decision making under uncertain linguistic environment",2009,"International Journal of Uncertainty, Fuzziness and Knowlege-Based Systems",17,"2",,251,267,,300,10.1142/S021848850900584X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-65249184382&partnerID=40&md5=9e397cfe82bac7e9841dc67d505cc754",Article,Final,,Scopus,2-s2.0-65249184382
"Ashfaq, R.A.R., Wang, X.-Z., Huang, J.Z., Abbas, H., He, Y.-L.","56909774500; 9734213500; 57204250315; 56103635100; 56337386000","Fuzziness based semi-supervised learning approach for intrusion detection system",2017,"Information Sciences",378,"",,484,497,,298,10.1016/j.ins.2016.04.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84971261474&partnerID=40&md5=e9cd082fb5b0416396f56f3a22734ce6",Article,Final,,Scopus,2-s2.0-84971261474
"Gao, W.-F., Liu, S.-Y., Huang, L.-L.","36909875900; 7409457898; 55235474300","A novel artificial bee colony algorithm based on modified search equation and orthogonal learning",2013,"IEEE Transactions on Cybernetics",43,"3",,1011,1024,,291,10.1109/TSMCB.2012.2222373,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883744292&partnerID=40&md5=332e420d35f0db4d1bf6db201b54d6f7",Article,Final,,Scopus,2-s2.0-84883744292
"Li, C., Yang, S., Nguyen, T.T.","35300130300; 57205311873; 56438365700","A self-learning particle swarm optimizer for global optimization problems",2012,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",42,"3", 6069879,627,646,,277,10.1109/TSMCB.2011.2171946,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861191799&partnerID=40&md5=14ab663ab81d38287c5c3e22c5c1f784",Article,Final,Open Access,Scopus,2-s2.0-84861191799
"Shao, L., Yan, R., Li, X., Liu, Y.","55643855000; 55157197400; 55936260100; 57189274011","From heuristic optimization to dictionary learning: A review and comprehensive comparison of image denoising algorithms",2014,"IEEE Transactions on Cybernetics",44,"7", 6587769,1001,1013,,276,10.1109/TCYB.2013.2278548,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903154900&partnerID=40&md5=fcb0db168fade0dac236782328661bde",Article,Final,,Scopus,2-s2.0-84903154900
"Chen, B., Xing, L., Zhao, H., Zheng, N., Principe, J.C.","16177239100; 57200702636; 16320096500; 7101989704; 36045958600","Generalized Correntropy for Robust newline ?Adaptive Filtering",2016,"IEEE Transactions on Signal Processing",64,"13", 7426837,3376,3387,,274,10.1109/TSP.2016.2539127,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84973561208&partnerID=40&md5=2cd4437e64dae9dd8d513aca193a314d",Article,Final,,Scopus,2-s2.0-84973561208
"Deng, W., Xu, J., Zhao, H.","36343223500; 56597192600; 56181867800","An Improved Ant Colony Optimization Algorithm Based on Hybrid Strategies for Scheduling Problem",2019,"IEEE Access",7,"", 8635465,20281,20292,,267,10.1109/ACCESS.2019.2897580,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061654696&partnerID=40&md5=c30230053b01ffa95c356d2c2603885d",Article,Final,Open Access,Scopus,2-s2.0-85061654696
"Li, X., Lin, S., Yan, S., Xu, D.","55936260100; 57219012284; 11939875400; 35231499000","Discriminant locally linear embedding with high-order tensor data",2008,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",38,"2",,342,352,,267,10.1109/TSMCB.2007.911536,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41649120173&partnerID=40&md5=05bcb72d3469913197032103fe16d252",Article,Final,,Scopus,2-s2.0-41649120173
"Chau, K.W., Wu, C.L., Li, Y.S.","7202674661; 55579070300; 16199529400","Comparison of several flood forecasting models in Yangtze River",2005,"Journal of Hydrologic Engineering",10,"6",,485,491,,261,10.1061/(ASCE)1084-0699(2005)10:6(485),"https://www.scopus.com/inward/record.url?eid=2-s2.0-27544472438&partnerID=40&md5=f217669f4c89d727eff47f5f05a17c5a",Article,Final,,Scopus,2-s2.0-27544472438
"Li, M., Zhou, Z.-H.","56994181000; 55365262700","Improve computer-aided diagnosis with machine learning techniques using undiagnosed samples",2007,"IEEE Transactions on Systems, Man, and Cybernetics Part A:Systems and Humans",37,"6",,1088,1098,,258,10.1109/TSMCA.2007.904745,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36249007597&partnerID=40&md5=c3fbb24c2a8d9910a77d7999cf7454e5",Article,Final,,Scopus,2-s2.0-36249007597
"Li, B.-H., Zhang, L., Ren, L., Chai, X.-D., Tao, F., Luo, Y.-L., Wang, Y.-Z., Yin, C., Huang, G., Zhao, X.-P.","57138795200; 56031107200; 35766729200; 7006781180; 12141248300; 36543998700; 57200051904; 7201995372; 55724651300; 38662063700","Further discussion on cloud manufacturing",2011,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",17,"3",,449,457,,256,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79955913173&partnerID=40&md5=f1632af9c4100d29bedb4ca987d6d3bf",Article,Final,,Scopus,2-s2.0-79955913173
"Bustince, H., Barrenechea, E., Pagola, M., Fernandez, J., Xu, Z., Bedregal, B., Montero, J., Hagras, H., Herrera, F., De Baets, B.","55034746100; 23090078700; 6602952001; 57198957963; 55502698400; 15520790700; 7103015773; 6701586037; 7102347190; 55664779600","A historical account of types of fuzzy sets and their relationships",2016,"IEEE Transactions on Fuzzy Systems",24,"1", 7145399,179,194,,253,10.1109/TFUZZ.2015.2451692,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962091537&partnerID=40&md5=f80c5ef077e22549919c962f5f336d44",Article,Final,,Scopus,2-s2.0-84962091537
"Sun, X.-M., Wang, W., Liu, G.-P., Zhao, J.","55767181400; 22982497600; 7501461291; 56233384500","Stability analysis for linear switched systems with time-varying delay",2008,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",38,"2",,528,533,,247,10.1109/TSMCB.2007.912078,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41649083766&partnerID=40&md5=576a592e6bfe8dec353c66c16fd36c75",Article,Final,,Scopus,2-s2.0-41649083766
"Juan, Y.-K., Gao, P., Wang, J.","12767232600; 57220906360; 55742706500","A hybrid decision support system for sustainable office building renovation and energy performance improvement",2010,"Energy and Buildings",42,"3",,290,297,,242,10.1016/j.enbuild.2009.09.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72649093786&partnerID=40&md5=3f575f5927183a9de671e5e300f674e5",Article,Final,,Scopus,2-s2.0-72649093786
"Luo, H., Du, B., Huang, G.Q., Chen, H., Li, X.","56406757200; 57203377763; 7403425048; 35236272300; 36647692900","Hybrid flow shop scheduling considering machine electricity consumption cost",2013,"International Journal of Production Economics",146,"2",,423,439,,237,10.1016/j.ijpe.2013.01.028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886724001&partnerID=40&md5=739bb808fdcaf846306b385bda28b615",Article,Final,,Scopus,2-s2.0-84886724001
"Hu, W., Hu, W., Maybank, S.","56703992500; 56315234900; 35571353900","AdaBoost-based algorithm for network intrusion detection",2008,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",38,"2",,577,583,,231,10.1109/TSMCB.2007.914695,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41749107387&partnerID=40&md5=95ba234d1bf7810f53f5bf1696175ac6",Article,Final,,Scopus,2-s2.0-41749107387
"Zhang, D., Xu, H., Su, Z., Xu, Y.","35303919200; 35738317800; 56416957600; 54685439000","Chinese comments sentiment classification based on word2vec and SVM<sup>perf</sup>",2015,"Expert Systems with Applications",42,"4",,1857,1863,,230,10.1016/j.eswa.2014.09.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910630754&partnerID=40&md5=26ae5d7047d68141daa7fba1edc6909d",Article,Final,,Scopus,2-s2.0-84910630754
"Li, X., Pang, Y., Yuan, Y.","55936260100; 55660281200; 57203237779","L1-norm-based 2DPCA",2010,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",40,"4", 5382548,1170,1175,,226,10.1109/TSMCB.2009.2035629,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954762644&partnerID=40&md5=f1005b9fae2765e89486566acd7571a9",Article,Final,,Scopus,2-s2.0-77954762644
"Li, J., Sun, L., Yan, Q., Li, Z., Srisa-An, W., Ye, H.","55868178400; 57193994946; 54922475600; 56583137200; 6603394806; 57199505373","Significant Permission Identification for Machine-Learning-Based Android Malware Detection",2018,"IEEE Transactions on Industrial Informatics",14,"7",,3216,3225,,220,10.1109/TII.2017.2789219,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041186267&partnerID=40&md5=0897bbfe82b4297ac6f355a3663efcf7",Article,Final,Open Access,Scopus,2-s2.0-85041186267
"Chen, G., Lewis, F.L.","57114115000; 24729085600","Distributed adaptive tracking control for synchronization of unknown networked lagrangian systems",2011,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",41,"3", 5672408,805,816,,217,10.1109/TSMCB.2010.2095497,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79957515933&partnerID=40&md5=cf6d77345dadc2d0d4c972b7387a0a98",Article,Final,,Scopus,2-s2.0-79957515933
"Li, K., Xu, G., Zhao, G., Dong, Y., Wang, D.","57207261969; 7404264180; 54407822700; 36604310300; 57108797500","Cloud task scheduling based on load balancing ant colony optimization",2011,"Proceedings - 2011 6th Annual ChinaGrid Conference, ChinaGrid 2011",,"", 6051750,3,9,,216,10.1109/ChinaGrid.2011.17,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80855150879&partnerID=40&md5=2686bb6fcc2fc1ab2cb44e29bbd88b0a",Article,Final,,Scopus,2-s2.0-80855150879
"Gong, Y.-J., Li, J.-J., Zhou, Y., Li, Y., Chung, H.S.-H., Shi, Y.-H., Zhang, J.","35199869400; 48861389700; 24175343600; 57204662766; 7404007467; 7404964007; 56023477700","Genetic Learning Particle Swarm Optimization",2016,"IEEE Transactions on Cybernetics",46,"10", 7271066,2277,2290,,213,10.1109/TCYB.2015.2475174,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84941894209&partnerID=40&md5=dc8c6d201ab2d74c156c9517df8149b1",Article,Final,,Scopus,2-s2.0-84941894209
"Zheng, Y., Fang, H., Wang, H.O.","7404838014; 7402542605; 7501736328","Takagi-Sugeno fuzzy-model-based fault detection for networked control systems with Markov delays",2006,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",36,"4",,924,929,,212,10.1109/TSMCB.2005.861879,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746844366&partnerID=40&md5=566f96bc6c5419927e67235444825902",Article,Final,,Scopus,2-s2.0-33746844366
"Wang, Y., Wang, Y., Patel, S., Patel, D.","7601492153; 8950561800; 7403903524; 35514395600","A layered reference model of the brain (LRMB)",2006,"IEEE Transactions on Systems, Man and Cybernetics Part C: Applications and Reviews",36,"2",,124,133,,212,10.1109/TSMCC.2006.871126,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645957638&partnerID=40&md5=9127dd3fd6aabaeabd27f35da846d3c4",Article,Final,,Scopus,2-s2.0-33645957638
"Hu, X., Jiang, J., Cao, D., Egardt, B.","55496167800; 25649574900; 12785706100; 6701542265","Battery health prognosis for electric vehicles using sample entropy and sparse Bayesian predictive modeling",2016,"IEEE Transactions on Industrial Electronics",63,"4", 7169584,2645,2656,,207,10.1109/TIE.2015.2461523,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963719958&partnerID=40&md5=447245500d45f84d16650465470de137",Article,Final,,Scopus,2-s2.0-84963719958
